n,seed,mode,base_model,iters,iter,mean_perplexity,median_perplexity,std_perplexity,distinct_2,mean_pairwise_dist,frobenius,hsd
4,0,default,distilgpt2,6,5,234.04229794808663,235.63647154356852,3.39346162479106,0.3935169048448937,0.8765782117843628,94.3784408569336,46.22509334490258
4,0,default,distilgpt2,6,6,283.5451548062576,283.9106912373807,8.021431810682824,0.37561631555356345,0.8680914640426636,83.04792022705078,40.92806741123649
4,1,default,distilgpt2,6,0,74.93569693126868,,,,,,
4,1,default,distilgpt2,6,1,90.94080192677048,90.82296093770364,0.8999114444083233,0.7448261147855771,0.9553165435791016,117.62374877929688,74.40716140780155
4,1,default,distilgpt2,6,2,117.5578157752494,118.05235852367244,1.5176012671140793,0.6087256027554535,0.9304539561271667,112.86627960205078,66.5773703085685
4,1,default,distilgpt2,6,3,150.17803429138706,149.52602107680053,2.276332808089336,0.5806361607142857,0.9077876210212708,107.48246765136719,60.15300521584073
4,1,default,distilgpt2,6,4,185.83582017320586,186.18705034914,1.2733235031422037,0.5421848739495798,0.905595600605011,97.32936096191406,52.75934531915292
4,1,default,distilgpt2,6,5,229.90957120901714,227.93623559991556,8.163252547448886,0.4490674318507891,0.8868546485900879,98.97962951660156,49.809061540212305
4,1,default,distilgpt2,6,6,266.620647869352,265.20753333776656,6.32121983548766,0.32279133722928843,0.8756530284881592,100.53539276123047,46.78213610431322
8,0,default,distilgpt2,6,0,80.97966019503481,,,,,,
8,0,default,distilgpt2,6,1,95.51550634544698,95.46713701644305,1.368282389948732,0.7241295051924251,0.9513027667999268,229.9757843017578,106.04172667068613
8,0,default,distilgpt2,6,2,119.13429833015843,119.37237683671614,1.6623036487521694,0.5945785281179408,0.9349955320358276,221.49273681640625,97.79205178835092
8,0,default,distilgpt2,6,3,147.9229771466679,145.79206332418238,4.17514724627212,0.4659391154508903,0.9046381711959839,224.72421264648438,84.35835473693119
8,0,default,distilgpt2,6,4,178.92837567204933,178.6876336179766,4.2387460257383704,0.42801339285714285,0.8976595997810364,207.83981323242188,75.33933766070213
8,0,default,distilgpt2,6,5,210.92601846965397,211.1386021032356,5.630887102225229,0.37658428390367554,0.8755685091018677,194.19668579101562,65.11029064095945
8,0,default,distilgpt2,6,6,242.33818524812773,240.61695755311922,8.703685181245083,0.351628664495114,0.8708658814430237,197.60296630859375,64.44950897088769
8,1,default,distilgpt2,6,0,81.11086499058385,,,,,,
8,1,default,distilgpt2,6,1,95.94941666385196,96.08253925866947,1.2366114884518635,0.7222669889873757,0.9453590512275696,227.567138671875,107.35035914520614
8,1,default,distilgpt2,6,2,119.87124817981447,120.64391062558636,2.4210089948227727,0.6039778745439567,0.9202663898468018,219.16319274902344,90.42143169867806
8,1,default,distilgpt2,6,3,148.7392391008088,148.67229042995342,2.7321321409598323,0.5210455764075067,0.8951349854469299,209.03868103027344,78.28062010209763
8,1,default,distilgpt2,6,4,181.85988774482354,181.4738300897675,3.5664625033824118,0.4388275276125743,0.8737348914146423,210.583251953125,66.79665495017727
8,1,default,distilgpt2,6,5,209.87997070735358,210.62529277713355,7.261042353408426,0.3786818851251841,0.869351863861084,185.95822143554688,60.667792750175096
8,1,default,distilgpt2,6,6,248.39620600383915,244.62389269752754,9.24352433953075,0.33272273105745215,0.8649267554283142,193.5432586669922,63.334629862200046
16,0,default,distilgpt2,6,0,85.75361086912538,,,,,,
16,0,default,distilgpt2,6,1,93.72704271205836,93.61071752949334,1.3221634646713283,0.7264790350373349,0.9522870182991028,244.53079223632812,111.2067378478139
16,0,default,distilgpt2,6,2,108.89932194229563,109.05492334348949,1.253595965752529,0.605448059669225,0.9269731044769287,238.29466247558594,101.69632406676834
16,0,default,distilgpt2,6,3,125.5020421721417,125.54934947706036,3.919918772972281,0.533419689119171,0.9130914211273193,234.84988403320312,94.23481682235331
16,0,default,distilgpt2,6,4,142.89577120880517,141.83555400549915,6.082108041614328,0.45213259156235514,0.90334552526474,232.57839965820312,87.24247832261042
16,0,default,distilgpt2,6,5,161.26550254146844,161.10686091340256,4.2759823300251725,0.4216090768437339,0.8892913460731506,229.37771606445312,76.77620021528223
16,0,default,distilgpt2,6,6,180.10701359056446,179.58541014257247,6.243182650332668,0.3826291079812207,0.8823526501655579,227.5125732421875,75.69723964684968
16,1,default,distilgpt2,6,0,85.91138072050312,,,,,,
16,1,default,distilgpt2,6,1,94.0056263931209,94.06414411277996,0.863899292903678,0.7024934532619834,0.955443263053894,245.2858123779297,113.25780835121034
16,1,default,distilgpt2,6,2,108.72783587195701,108.91688559378011,1.9912249059345903,0.5889112003569835,0.9388808012008667,241.2461395263672,104.3519138780472
16,1,default,distilgpt2,6,3,126.57224429431652,126.27513365371651,3.1139508713905615,0.5279157795126568,0.9112560749053955,234.46182250976562,92.45605018183527
16,1,default,distilgpt2,6,4,144.54862509799418,145.28520009873813,3.523073622285957,0.4702430846605197,0.8959150910377502,230.74847412109375,83.76387935746524
16,1,default,distilgpt2,6,5,162.53865064192286,162.87876464712105,5.032619754314895,0.43149626577388617,0.8823279142379761,227.68521118164062,74.7784258524271
16,1,default,distilgpt2,6,6,180.92865653118133,179.52954693167538,8.33130585515745,0.4325227151256013,0.882122278213501,227.42823791503906,77.20970737002331
